Subject,Predicate,Object
Ticket_3232,IS_TYPE,cancellation request
google nest,RAISED,Ticket_3232
Ticket_3233,HAS_PRIORITY,critical
Ticket_3233,SUBMITTED_VIA,phone
Ticket_3233,HAS_STATUS,pending customer response
Ticket_3233,IS_TYPE,cancellation request
google pixel,RAISED,Ticket_3233
Ticket_3234,HAS_PRIORITY,medium
Ticket_3234,SUBMITTED_VIA,chat
Ticket_3234,HAS_STATUS,open
Ticket_3234,IS_TYPE,billing inquiry
nintendo switch,RAISED,Ticket_3234
Ticket_3235,HAS_PRIORITY,medium
Ticket_3235,SUBMITTED_VIA,phone
Ticket_3235,HAS_STATUS,closed
Ticket_3235,IS_TYPE,refund request
amazon kindle,RAISED,Ticket_3235
Ticket_3236,HAS_PRIORITY,critical
Ticket_3236,SUBMITTED_VIA,social media
Ticket_3236,HAS_STATUS,open
Ticket_3236,IS_TYPE,cancellation request
lg smart tv,RAISED,Ticket_3236
Ticket_3237,HAS_PRIORITY,low
Ticket_3237,SUBMITTED_VIA,social media
Ticket_3237,HAS_STATUS,pending customer response
Ticket_3237,IS_TYPE,cancellation request
microsoft office,RAISED,Ticket_3237
Ticket_3238,HAS_PRIORITY,low
Ticket_3238,SUBMITTED_VIA,chat
Ticket_3238,HAS_STATUS,open
Ticket_3238,IS_TYPE,product inquiry
nikon d,RAISED,Ticket_3238
Ticket_3239,HAS_PRIORITY,high
Ticket_3239,SUBMITTED_VIA,chat
Ticket_3239,HAS_STATUS,open
Ticket_3239,IS_TYPE,refund request
microsoft office,RAISED,Ticket_3239
Ticket_3240,HAS_PRIORITY,critical
Ticket_3240,SUBMITTED_VIA,email
Ticket_3240,HAS_STATUS,open
Ticket_3240,IS_TYPE,cancellation request
nikon d,RAISED,Ticket_3240
Ticket_3241,HAS_PRIORITY,low
Ticket_3241,SUBMITTED_VIA,phone
Ticket_3241,HAS_STATUS,open
Ticket_3241,IS_TYPE,refund request
garmin forerunner,RAISED,Ticket_3241
Ticket_3242,HAS_PRIORITY,low
Ticket_3242,SUBMITTED_VIA,chat
Ticket_3242,HAS_STATUS,pending customer response
Ticket_3242,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_3242
Ticket_3243,HAS_PRIORITY,critical
Ticket_3243,SUBMITTED_VIA,social media
Ticket_3243,HAS_STATUS,closed
Ticket_3243,IS_TYPE,billing inquiry
dell xps,RAISED,Ticket_3243
Ticket_3244,HAS_PRIORITY,low
Ticket_3244,SUBMITTED_VIA,email
Ticket_3244,HAS_STATUS,closed
Ticket_3244,IS_TYPE,billing inquiry
nikon d,RAISED,Ticket_3244
Ticket_3245,HAS_PRIORITY,high
Ticket_3245,SUBMITTED_VIA,phone
Ticket_3245,HAS_STATUS,closed
Ticket_3245,IS_TYPE,billing inquiry
macbook pro,RAISED,Ticket_3245
Ticket_3246,HAS_PRIORITY,critical
Ticket_3246,SUBMITTED_VIA,chat
Ticket_3246,HAS_STATUS,closed
Ticket_3246,IS_TYPE,product inquiry
nintendo switch pro controller,RAISED,Ticket_3246
Ticket_3247,HAS_PRIORITY,critical
Ticket_3247,SUBMITTED_VIA,social media
Ticket_3247,HAS_STATUS,open
Ticket_3247,IS_TYPE,billing inquiry
microsoft xbox controller,RAISED,Ticket_3247
Ticket_3248,HAS_PRIORITY,medium
Ticket_3248,SUBMITTED_VIA,email
Ticket_3248,HAS_STATUS,pending customer response
Ticket_3248,IS_TYPE,refund request
nest thermostat,RAISED,Ticket_3248
Ticket_3249,HAS_PRIORITY,medium
Ticket_3249,SUBMITTED_VIA,phone
Ticket_3249,HAS_STATUS,pending customer response
Ticket_3249,IS_TYPE,technical issue
bose soundlink speaker,RAISED,Ticket_3249
Ticket_3250,HAS_PRIORITY,critical
Ticket_3250,SUBMITTED_VIA,social media
Ticket_3250,HAS_STATUS,pending customer response
Ticket_3250,IS_TYPE,technical issue
playstation,RAISED,Ticket_3250
Ticket_3251,HAS_PRIORITY,medium
Ticket_3251,SUBMITTED_VIA,phone
Ticket_3251,HAS_STATUS,closed
Ticket_3251,IS_TYPE,billing inquiry
philips hue lights,RAISED,Ticket_3251
Ticket_3252,HAS_PRIORITY,medium
Ticket_3252,SUBMITTED_VIA,chat
Ticket_3252,HAS_STATUS,closed
Ticket_3252,IS_TYPE,refund request
xbox,RAISED,Ticket_3252
Ticket_3253,HAS_PRIORITY,critical
Ticket_3253,SUBMITTED_VIA,email
Ticket_3253,HAS_STATUS,open
Ticket_3253,IS_TYPE,technical issue
canon dslr camera,RAISED,Ticket_3253
Ticket_3254,HAS_PRIORITY,critical
Ticket_3254,SUBMITTED_VIA,chat
Ticket_3254,HAS_STATUS,open
Ticket_3254,IS_TYPE,technical issue
microsoft surface,RAISED,Ticket_3254
Ticket_3255,HAS_PRIORITY,medium
Ticket_3255,SUBMITTED_VIA,chat
Ticket_3255,HAS_STATUS,open
Ticket_3255,IS_TYPE,technical issue
roomba robot vacuum,RAISED,Ticket_3255
Ticket_3256,HAS_PRIORITY,low
Ticket_3256,SUBMITTED_VIA,chat
Ticket_3256,HAS_STATUS,closed
Ticket_3256,IS_TYPE,product inquiry
dyson vacuum cleaner,RAISED,Ticket_3256
Ticket_3257,HAS_PRIORITY,high
Ticket_3257,SUBMITTED_VIA,phone
Ticket_3257,HAS_STATUS,pending customer response
Ticket_3257,IS_TYPE,cancellation request
sony playstation,RAISED,Ticket_3257
Ticket_3258,HAS_PRIORITY,high
Ticket_3258,SUBMITTED_VIA,chat
Ticket_3258,HAS_STATUS,open
Ticket_3258,IS_TYPE,product inquiry
dell xps,RAISED,Ticket_3258
Ticket_3259,HAS_PRIORITY,critical
Ticket_3259,SUBMITTED_VIA,chat
Ticket_3259,HAS_STATUS,closed
Ticket_3259,IS_TYPE,cancellation request
nest thermostat,RAISED,Ticket_3259
Ticket_3260,HAS_PRIORITY,critical
Ticket_3260,SUBMITTED_VIA,email
Ticket_3260,HAS_STATUS,open
Ticket_3260,IS_TYPE,cancellation request
playstation,RAISED,Ticket_3260
Ticket_3261,HAS_PRIORITY,critical
Ticket_3261,SUBMITTED_VIA,chat
Ticket_3261,HAS_STATUS,open
Ticket_3261,IS_TYPE,technical issue
philips hue lights,RAISED,Ticket_3261
Ticket_3262,HAS_PRIORITY,critical
Ticket_3262,SUBMITTED_VIA,chat
Ticket_3262,HAS_STATUS,closed
Ticket_3262,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_3262
Ticket_3263,HAS_PRIORITY,low
Ticket_3263,SUBMITTED_VIA,phone
Ticket_3263,HAS_STATUS,pending customer response
Ticket_3263,IS_TYPE,refund request
fitbit charge,RAISED,Ticket_3263
Ticket_3264,HAS_PRIORITY,high
Ticket_3264,SUBMITTED_VIA,phone
Ticket_3264,HAS_STATUS,closed
Ticket_3264,IS_TYPE,product inquiry
lg smart tv,RAISED,Ticket_3264
Ticket_3265,HAS_PRIORITY,low
Ticket_3265,SUBMITTED_VIA,chat
Ticket_3265,HAS_STATUS,open
Ticket_3265,IS_TYPE,technical issue
fitbit charge,RAISED,Ticket_3265
Ticket_3266,HAS_PRIORITY,high
Ticket_3266,SUBMITTED_VIA,phone
Ticket_3266,HAS_STATUS,open
Ticket_3266,IS_TYPE,cancellation request
nest thermostat,RAISED,Ticket_3266
Ticket_3267,HAS_PRIORITY,critical
Ticket_3267,SUBMITTED_VIA,email
Ticket_3267,HAS_STATUS,pending customer response
Ticket_3267,IS_TYPE,billing inquiry
gopro hero,RAISED,Ticket_3267
Ticket_3268,HAS_PRIORITY,medium
Ticket_3268,SUBMITTED_VIA,email
Ticket_3268,HAS_STATUS,closed
Ticket_3268,IS_TYPE,refund request
microsoft surface,RAISED,Ticket_3268
Ticket_3269,HAS_PRIORITY,low
Ticket_3269,SUBMITTED_VIA,email
Ticket_3269,HAS_STATUS,pending customer response
Ticket_3269,IS_TYPE,refund request
amazon kindle,RAISED,Ticket_3269
Ticket_3270,HAS_PRIORITY,high
Ticket_3270,SUBMITTED_VIA,phone
Ticket_3270,HAS_STATUS,pending customer response
Ticket_3270,IS_TYPE,technical issue
microsoft office,RAISED,Ticket_3270
Ticket_3271,HAS_PRIORITY,critical
Ticket_3271,SUBMITTED_VIA,chat
Ticket_3271,HAS_STATUS,open
Ticket_3271,IS_TYPE,technical issue
adobe photoshop,RAISED,Ticket_3271
Ticket_3272,HAS_PRIORITY,low
Ticket_3272,SUBMITTED_VIA,phone
Ticket_3272,HAS_STATUS,closed
Ticket_3272,IS_TYPE,billing inquiry
canon eos,RAISED,Ticket_3272
Ticket_3273,HAS_PRIORITY,low
Ticket_3273,SUBMITTED_VIA,chat
Ticket_3273,HAS_STATUS,open
Ticket_3273,IS_TYPE,cancellation request
fitbit charge,RAISED,Ticket_3273
Ticket_3274,HAS_PRIORITY,low
Ticket_3274,SUBMITTED_VIA,phone
Ticket_3274,HAS_STATUS,closed
Ticket_3274,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_3274
Ticket_3275,HAS_PRIORITY,critical
Ticket_3275,SUBMITTED_VIA,phone
Ticket_3275,HAS_STATUS,open
Ticket_3275,IS_TYPE,billing inquiry
sony playstation,RAISED,Ticket_3275
Ticket_3276,HAS_PRIORITY,critical
Ticket_3276,SUBMITTED_VIA,chat
Ticket_3276,HAS_STATUS,closed
Ticket_3276,IS_TYPE,refund request
sony playstation,RAISED,Ticket_3276
Ticket_3277,HAS_PRIORITY,critical
Ticket_3277,SUBMITTED_VIA,phone
Ticket_3277,HAS_STATUS,pending customer response
Ticket_3277,IS_TYPE,refund request
apple airpods,RAISED,Ticket_3277
Ticket_3278,HAS_PRIORITY,high
Ticket_3278,SUBMITTED_VIA,chat
Ticket_3278,HAS_STATUS,open
Ticket_3278,IS_TYPE,product inquiry
sony playstation,RAISED,Ticket_3278
Ticket_3279,HAS_PRIORITY,critical
Ticket_3279,SUBMITTED_VIA,email
Ticket_3279,HAS_STATUS,pending customer response
Ticket_3279,IS_TYPE,cancellation request
microsoft xbox controller,RAISED,Ticket_3279
Ticket_3280,HAS_PRIORITY,medium
Ticket_3280,SUBMITTED_VIA,email
Ticket_3280,HAS_STATUS,pending customer response
Ticket_3280,IS_TYPE,product inquiry
bose quietcomfort,RAISED,Ticket_3280
Ticket_3281,HAS_PRIORITY,critical
Ticket_3281,SUBMITTED_VIA,social media
Ticket_3281,HAS_STATUS,closed
Ticket_3281,IS_TYPE,refund request
nintendo switch,RAISED,Ticket_3281
Ticket_3282,HAS_PRIORITY,medium
Ticket_3282,SUBMITTED_VIA,phone
Ticket_3282,HAS_STATUS,open
Ticket_3282,IS_TYPE,cancellation request
bose quietcomfort,RAISED,Ticket_3282
Ticket_3283,HAS_PRIORITY,low
Ticket_3283,SUBMITTED_VIA,email
Ticket_3283,HAS_STATUS,open
Ticket_3283,IS_TYPE,cancellation request
dell xps,RAISED,Ticket_3283
Ticket_3284,HAS_PRIORITY,high
Ticket_3284,SUBMITTED_VIA,social media
Ticket_3284,HAS_STATUS,pending customer response
Ticket_3284,IS_TYPE,billing inquiry
sony playstation,RAISED,Ticket_3284
Ticket_3285,HAS_PRIORITY,high
Ticket_3285,SUBMITTED_VIA,phone
Ticket_3285,HAS_STATUS,closed
Ticket_3285,IS_TYPE,cancellation request
garmin forerunner,RAISED,Ticket_3285
Ticket_3286,HAS_PRIORITY,high
Ticket_3286,SUBMITTED_VIA,chat
Ticket_3286,HAS_STATUS,closed
Ticket_3286,IS_TYPE,cancellation request
philips hue lights,RAISED,Ticket_3286
Ticket_3287,HAS_PRIORITY,high
Ticket_3287,SUBMITTED_VIA,email
Ticket_3287,HAS_STATUS,open
Ticket_3287,IS_TYPE,technical issue
samsung galaxy,RAISED,Ticket_3287
Ticket_3288,HAS_PRIORITY,medium
Ticket_3288,SUBMITTED_VIA,email
Ticket_3288,HAS_STATUS,pending customer response
Ticket_3288,IS_TYPE,billing inquiry
playstation,RAISED,Ticket_3288
Ticket_3289,HAS_PRIORITY,high
Ticket_3289,SUBMITTED_VIA,chat
Ticket_3289,HAS_STATUS,open
Ticket_3289,IS_TYPE,technical issue
nintendo switch pro controller,RAISED,Ticket_3289
Ticket_3290,HAS_PRIORITY,high
Ticket_3290,SUBMITTED_VIA,chat
Ticket_3290,HAS_STATUS,closed
Ticket_3290,IS_TYPE,technical issue
roomba robot vacuum,RAISED,Ticket_3290
Ticket_3291,HAS_PRIORITY,low
Ticket_3291,SUBMITTED_VIA,chat
Ticket_3291,HAS_STATUS,open
Ticket_3291,IS_TYPE,cancellation request
samsung soundbar,RAISED,Ticket_3291
Ticket_3292,HAS_PRIORITY,high
Ticket_3292,SUBMITTED_VIA,email
Ticket_3292,HAS_STATUS,closed
Ticket_3292,IS_TYPE,technical issue
gopro hero,RAISED,Ticket_3292
Ticket_3293,HAS_PRIORITY,low
Ticket_3293,SUBMITTED_VIA,email
Ticket_3293,HAS_STATUS,closed
Ticket_3293,IS_TYPE,cancellation request
samsung galaxy,RAISED,Ticket_3293
Ticket_3294,HAS_PRIORITY,medium
Ticket_3294,SUBMITTED_VIA,social media
Ticket_3294,HAS_STATUS,closed
Ticket_3294,IS_TYPE,product inquiry
canon eos,RAISED,Ticket_3294
Ticket_3295,HAS_PRIORITY,critical
Ticket_3295,SUBMITTED_VIA,phone
Ticket_3295,HAS_STATUS,pending customer response
Ticket_3295,IS_TYPE,cancellation request
autodesk autocad,RAISED,Ticket_3295
Ticket_3296,HAS_PRIORITY,high
Ticket_3296,SUBMITTED_VIA,chat
Ticket_3296,HAS_STATUS,pending customer response
Ticket_3296,IS_TYPE,cancellation request
bose quietcomfort,RAISED,Ticket_3296
Ticket_3297,HAS_PRIORITY,high
Ticket_3297,SUBMITTED_VIA,chat
Ticket_3297,HAS_STATUS,open
Ticket_3297,IS_TYPE,technical issue
nikon d,RAISED,Ticket_3297
Ticket_3298,HAS_PRIORITY,medium
Ticket_3298,SUBMITTED_VIA,phone
Ticket_3298,HAS_STATUS,closed
Ticket_3298,IS_TYPE,refund request
sony 4k hdr tv,RAISED,Ticket_3298
Ticket_3299,HAS_PRIORITY,critical
Ticket_3299,SUBMITTED_VIA,social media
Ticket_3299,HAS_STATUS,closed
Ticket_3299,IS_TYPE,billing inquiry
amazon echo,RAISED,Ticket_3299
Ticket_3300,HAS_PRIORITY,low
Ticket_3300,SUBMITTED_VIA,chat
Ticket_3300,HAS_STATUS,open
Ticket_3300,IS_TYPE,refund request
garmin forerunner,RAISED,Ticket_3300
Ticket_3301,HAS_PRIORITY,medium
Ticket_3301,SUBMITTED_VIA,social media
Ticket_3301,HAS_STATUS,pending customer response
Ticket_3301,IS_TYPE,technical issue
sony xperia,RAISED,Ticket_3301
Ticket_3302,HAS_PRIORITY,high
Ticket_3302,SUBMITTED_VIA,chat
Ticket_3302,HAS_STATUS,open
Ticket_3302,IS_TYPE,cancellation request
autodesk autocad,RAISED,Ticket_3302
Ticket_3303,HAS_PRIORITY,low
Ticket_3303,SUBMITTED_VIA,phone
Ticket_3303,HAS_STATUS,closed
Ticket_3303,IS_TYPE,technical issue
nintendo switch,RAISED,Ticket_3303
Ticket_3304,HAS_PRIORITY,low
Ticket_3304,SUBMITTED_VIA,phone
Ticket_3304,HAS_STATUS,closed
Ticket_3304,IS_TYPE,product inquiry
sony xperia,RAISED,Ticket_3304
Ticket_3305,HAS_PRIORITY,low
Ticket_3305,SUBMITTED_VIA,social media
Ticket_3305,HAS_STATUS,open
Ticket_3305,IS_TYPE,product inquiry
nikon d,RAISED,Ticket_3305
Ticket_3306,HAS_PRIORITY,critical
Ticket_3306,SUBMITTED_VIA,chat
Ticket_3306,HAS_STATUS,pending customer response
Ticket_3306,IS_TYPE,refund request
amazon echo,RAISED,Ticket_3306
Ticket_3307,HAS_PRIORITY,high
Ticket_3307,SUBMITTED_VIA,social media
Ticket_3307,HAS_STATUS,pending customer response
Ticket_3307,IS_TYPE,refund request
nintendo switch,RAISED,Ticket_3307
Ticket_3308,HAS_PRIORITY,high
Ticket_3308,SUBMITTED_VIA,social media
Ticket_3308,HAS_STATUS,pending customer response
Ticket_3308,IS_TYPE,technical issue
gopro hero,RAISED,Ticket_3308
Ticket_3309,HAS_PRIORITY,low
Ticket_3309,SUBMITTED_VIA,social media
Ticket_3309,HAS_STATUS,pending customer response
Ticket_3309,IS_TYPE,cancellation request
sony playstation,RAISED,Ticket_3309
Ticket_3310,HAS_PRIORITY,critical
Ticket_3310,SUBMITTED_VIA,email
Ticket_3310,HAS_STATUS,open
Ticket_3310,IS_TYPE,refund request
lg washing machine,RAISED,Ticket_3310
Ticket_3311,HAS_PRIORITY,critical
Ticket_3311,SUBMITTED_VIA,phone
Ticket_3311,HAS_STATUS,pending customer response
Ticket_3311,IS_TYPE,product inquiry
canon eos,RAISED,Ticket_3311
Ticket_3312,HAS_PRIORITY,low
Ticket_3312,SUBMITTED_VIA,phone
Ticket_3312,HAS_STATUS,closed
Ticket_3312,IS_TYPE,cancellation request
apple airpods,RAISED,Ticket_3312
Ticket_3313,HAS_PRIORITY,critical
Ticket_3313,SUBMITTED_VIA,social media
Ticket_3313,HAS_STATUS,pending customer response
Ticket_3313,IS_TYPE,billing inquiry
lg washing machine,RAISED,Ticket_3313
Ticket_3314,HAS_PRIORITY,high
Ticket_3314,SUBMITTED_VIA,social media
Ticket_3314,HAS_STATUS,closed
Ticket_3314,IS_TYPE,product inquiry
canon eos,RAISED,Ticket_3314
Ticket_3315,HAS_PRIORITY,low
Ticket_3315,SUBMITTED_VIA,email
Ticket_3315,HAS_STATUS,pending customer response
Ticket_3315,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_3315
Ticket_3316,HAS_PRIORITY,medium
Ticket_3316,SUBMITTED_VIA,social media
Ticket_3316,HAS_STATUS,closed
Ticket_3316,IS_TYPE,refund request
gopro action camera,RAISED,Ticket_3316
Ticket_3317,HAS_PRIORITY,critical
Ticket_3317,SUBMITTED_VIA,chat
Ticket_3317,HAS_STATUS,open
Ticket_3317,IS_TYPE,technical issue
lenovo thinkpad,RAISED,Ticket_3317
Ticket_3318,HAS_PRIORITY,medium
Ticket_3318,SUBMITTED_VIA,email
Ticket_3318,HAS_STATUS,closed
Ticket_3318,IS_TYPE,technical issue
microsoft xbox controller,RAISED,Ticket_3318
Ticket_3319,HAS_PRIORITY,high
Ticket_3319,SUBMITTED_VIA,email
Ticket_3319,HAS_STATUS,pending customer response
Ticket_3319,IS_TYPE,billing inquiry
lg oled,RAISED,Ticket_3319
Ticket_3320,HAS_PRIORITY,medium
Ticket_3320,SUBMITTED_VIA,social media
Ticket_3320,HAS_STATUS,open
Ticket_3320,IS_TYPE,billing inquiry
sony xperia,RAISED,Ticket_3320
Ticket_3321,HAS_PRIORITY,high
Ticket_3321,SUBMITTED_VIA,chat
Ticket_3321,HAS_STATUS,open
Ticket_3321,IS_TYPE,refund request
lg washing machine,RAISED,Ticket_3321
Ticket_3322,HAS_PRIORITY,critical
Ticket_3322,SUBMITTED_VIA,phone
Ticket_3322,HAS_STATUS,closed
Ticket_3322,IS_TYPE,refund request
sony 4k hdr tv,RAISED,Ticket_3322
Ticket_3323,HAS_PRIORITY,medium
Ticket_3323,SUBMITTED_VIA,phone
Ticket_3323,HAS_STATUS,open
Ticket_3323,IS_TYPE,technical issue
hp pavilion,RAISED,Ticket_3323
Ticket_3324,HAS_PRIORITY,critical
Ticket_3324,SUBMITTED_VIA,phone
Ticket_3324,HAS_STATUS,open
Ticket_3324,IS_TYPE,billing inquiry
microsoft xbox controller,RAISED,Ticket_3324
Ticket_3325,HAS_PRIORITY,medium
Ticket_3325,SUBMITTED_VIA,chat
Ticket_3325,HAS_STATUS,pending customer response
Ticket_3325,IS_TYPE,product inquiry
samsung soundbar,RAISED,Ticket_3325
Ticket_3326,HAS_PRIORITY,medium
Ticket_3326,SUBMITTED_VIA,email
Ticket_3326,HAS_STATUS,open
Ticket_3326,IS_TYPE,billing inquiry
dell xps,RAISED,Ticket_3326
Ticket_3327,HAS_PRIORITY,high
Ticket_3327,SUBMITTED_VIA,phone
Ticket_3327,HAS_STATUS,open
Ticket_3327,IS_TYPE,cancellation request
asus rog,RAISED,Ticket_3327
Ticket_3328,HAS_PRIORITY,critical
Ticket_3328,SUBMITTED_VIA,social media
Ticket_3328,HAS_STATUS,closed
Ticket_3328,IS_TYPE,product inquiry
microsoft office,RAISED,Ticket_3328
Ticket_3329,HAS_PRIORITY,medium
Ticket_3329,SUBMITTED_VIA,social media
Ticket_3329,HAS_STATUS,open
Ticket_3329,IS_TYPE,billing inquiry
gopro action camera,RAISED,Ticket_3329
Ticket_3330,HAS_PRIORITY,low
Ticket_3330,SUBMITTED_VIA,email
Ticket_3330,HAS_STATUS,closed
Ticket_3330,IS_TYPE,technical issue
xbox,RAISED,Ticket_3330
Ticket_3331,HAS_PRIORITY,medium
Ticket_3331,SUBMITTED_VIA,email
Ticket_3331,HAS_STATUS,pending customer response
Ticket_3331,IS_TYPE,billing inquiry
asus rog,RAISED,Ticket_3331
Ticket_3332,HAS_PRIORITY,high
Ticket_3332,SUBMITTED_VIA,social media
Ticket_3332,HAS_STATUS,pending customer response
Ticket_3332,IS_TYPE,technical issue
playstation,RAISED,Ticket_3332
Ticket_3333,HAS_PRIORITY,medium
Ticket_3333,SUBMITTED_VIA,phone
Ticket_3333,HAS_STATUS,pending customer response
Ticket_3333,IS_TYPE,refund request
fitbit versa smartwatch,RAISED,Ticket_3333
Ticket_3334,HAS_PRIORITY,high
Ticket_3334,SUBMITTED_VIA,phone
Ticket_3334,HAS_STATUS,open
Ticket_3334,IS_TYPE,cancellation request
google nest,RAISED,Ticket_3334
Ticket_3335,HAS_PRIORITY,low
Ticket_3335,SUBMITTED_VIA,chat
Ticket_3335,HAS_STATUS,closed
Ticket_3335,IS_TYPE,product inquiry
bose soundlink speaker,RAISED,Ticket_3335
Ticket_3336,HAS_PRIORITY,medium
Ticket_3336,SUBMITTED_VIA,email
Ticket_3336,HAS_STATUS,closed
Ticket_3336,IS_TYPE,refund request
canon dslr camera,RAISED,Ticket_3336
Ticket_3337,HAS_PRIORITY,low
Ticket_3337,SUBMITTED_VIA,email
Ticket_3337,HAS_STATUS,closed
Ticket_3337,IS_TYPE,technical issue
adobe photoshop,RAISED,Ticket_3337
Ticket_3338,HAS_PRIORITY,critical
Ticket_3338,SUBMITTED_VIA,chat
Ticket_3338,HAS_STATUS,open
Ticket_3338,IS_TYPE,refund request
canon dslr camera,RAISED,Ticket_3338
Ticket_3339,HAS_PRIORITY,medium
Ticket_3339,SUBMITTED_VIA,social media
Ticket_3339,HAS_STATUS,closed
Ticket_3339,IS_TYPE,product inquiry
apple airpods,RAISED,Ticket_3339
Ticket_3340,HAS_PRIORITY,low
Ticket_3340,SUBMITTED_VIA,chat
Ticket_3340,HAS_STATUS,pending customer response
Ticket_3340,IS_TYPE,billing inquiry
dyson vacuum cleaner,RAISED,Ticket_3340
Ticket_3341,HAS_PRIORITY,high
Ticket_3341,SUBMITTED_VIA,social media
Ticket_3341,HAS_STATUS,closed
Ticket_3341,IS_TYPE,billing inquiry
apple airpods,RAISED,Ticket_3341
Ticket_3342,HAS_PRIORITY,high
Ticket_3342,SUBMITTED_VIA,phone
Ticket_3342,HAS_STATUS,pending customer response
Ticket_3342,IS_TYPE,cancellation request
gopro hero,RAISED,Ticket_3342
Ticket_3343,HAS_PRIORITY,medium
Ticket_3343,SUBMITTED_VIA,chat
Ticket_3343,HAS_STATUS,pending customer response
Ticket_3343,IS_TYPE,cancellation request
iphone,RAISED,Ticket_3343
Ticket_3344,HAS_PRIORITY,high
Ticket_3344,SUBMITTED_VIA,phone
Ticket_3344,HAS_STATUS,pending customer response
Ticket_3344,IS_TYPE,product inquiry
gopro action camera,RAISED,Ticket_3344
Ticket_3345,HAS_PRIORITY,critical
Ticket_3345,SUBMITTED_VIA,social media
Ticket_3345,HAS_STATUS,open
Ticket_3345,IS_TYPE,technical issue
gopro action camera,RAISED,Ticket_3345
Ticket_3346,HAS_PRIORITY,low
Ticket_3346,SUBMITTED_VIA,chat
Ticket_3346,HAS_STATUS,pending customer response
Ticket_3346,IS_TYPE,cancellation request
amazon echo,RAISED,Ticket_3346
Ticket_3347,HAS_PRIORITY,critical
Ticket_3347,SUBMITTED_VIA,social media
Ticket_3347,HAS_STATUS,closed
Ticket_3347,IS_TYPE,refund request
autodesk autocad,RAISED,Ticket_3347
Ticket_3348,HAS_PRIORITY,critical
Ticket_3348,SUBMITTED_VIA,social media
Ticket_3348,HAS_STATUS,pending customer response
Ticket_3348,IS_TYPE,product inquiry
nikon d,RAISED,Ticket_3348
Ticket_3349,HAS_PRIORITY,medium
Ticket_3349,SUBMITTED_VIA,social media
Ticket_3349,HAS_STATUS,closed
Ticket_3349,IS_TYPE,product inquiry
sony xperia,RAISED,Ticket_3349
Ticket_3350,HAS_PRIORITY,medium
Ticket_3350,SUBMITTED_VIA,email
Ticket_3350,HAS_STATUS,open
Ticket_3350,IS_TYPE,product inquiry
playstation,RAISED,Ticket_3350
Ticket_3351,HAS_PRIORITY,critical
Ticket_3351,SUBMITTED_VIA,email
Ticket_3351,HAS_STATUS,closed
Ticket_3351,IS_TYPE,refund request
fitbit charge,RAISED,Ticket_3351
Ticket_3352,HAS_PRIORITY,low
Ticket_3352,SUBMITTED_VIA,phone
Ticket_3352,HAS_STATUS,open
Ticket_3352,IS_TYPE,refund request
bose quietcomfort,RAISED,Ticket_3352
Ticket_3353,HAS_PRIORITY,high
Ticket_3353,SUBMITTED_VIA,chat
Ticket_3353,HAS_STATUS,closed
Ticket_3353,IS_TYPE,product inquiry
asus rog,RAISED,Ticket_3353
Ticket_3354,HAS_PRIORITY,high
Ticket_3354,SUBMITTED_VIA,social media
Ticket_3354,HAS_STATUS,pending customer response
Ticket_3354,IS_TYPE,cancellation request
microsoft xbox controller,RAISED,Ticket_3354
Ticket_3355,HAS_PRIORITY,high
Ticket_3355,SUBMITTED_VIA,chat
Ticket_3355,HAS_STATUS,open
Ticket_3355,IS_TYPE,technical issue
roomba robot vacuum,RAISED,Ticket_3355
Ticket_3356,HAS_PRIORITY,low
Ticket_3356,SUBMITTED_VIA,social media
Ticket_3356,HAS_STATUS,closed
Ticket_3356,IS_TYPE,refund request
philips hue lights,RAISED,Ticket_3356
Ticket_3357,HAS_PRIORITY,low
Ticket_3357,SUBMITTED_VIA,email
Ticket_3357,HAS_STATUS,pending customer response
Ticket_3357,IS_TYPE,product inquiry
fitbit charge,RAISED,Ticket_3357
Ticket_3358,HAS_PRIORITY,medium
Ticket_3358,SUBMITTED_VIA,phone
Ticket_3358,HAS_STATUS,pending customer response
Ticket_3358,IS_TYPE,billing inquiry
nintendo switch,RAISED,Ticket_3358
Ticket_3359,HAS_PRIORITY,medium
Ticket_3359,SUBMITTED_VIA,email
Ticket_3359,HAS_STATUS,open
Ticket_3359,IS_TYPE,technical issue
amazon echo,RAISED,Ticket_3359
Ticket_3360,HAS_PRIORITY,medium
Ticket_3360,SUBMITTED_VIA,email
Ticket_3360,HAS_STATUS,closed
Ticket_3360,IS_TYPE,technical issue
amazon kindle,RAISED,Ticket_3360
Ticket_3361,HAS_PRIORITY,critical
Ticket_3361,SUBMITTED_VIA,chat
Ticket_3361,HAS_STATUS,pending customer response
Ticket_3361,IS_TYPE,billing inquiry
iphone,RAISED,Ticket_3361
Ticket_3362,HAS_PRIORITY,high
Ticket_3362,SUBMITTED_VIA,chat
Ticket_3362,HAS_STATUS,closed
Ticket_3362,IS_TYPE,refund request
nintendo switch pro controller,RAISED,Ticket_3362
microsoft office,HAS_ISSUE,hardware issue
Ticket_3363,HAS_PRIORITY,high
Ticket_3363,SUBMITTED_VIA,phone
Ticket_3363,HAS_STATUS,closed
Ticket_3363,IS_TYPE,refund request
